VehicleID,FuelTime,FuelLevel,Speed,Acceleration,Lat,Lng,Address,DistanceMeters,TimeGapMinutes,SegmentID,IsSegmentStart,DeltaFuel,FuelRate,RollingMedian,RollingStd,RollingCount,RollingWindowReady,MovementState,FlagFuelZero,FlagLongGap,FlagLargeDelta,FlagSuspiciousGap,QualityFlag,QualityReason,FeatureStatus,FuelPct,DeltaPct,AbsDeltaFuel,DeltaOverNoise,RollingStd12,RollingStdPct,GpsSpeedKmh,MotionSpeedKmh,HasGPS,capacity_est,noise_sigma_liters,flat_jitter_threshold,spike_threshold,event_threshold,PrevMedian3,FutureMedian3,FutureMedian5,ReturnToPrevLevel,LocalRange5,LocalRange7,PeakReversalFlag,ValleyReversalFlag,TransientScore,AI_State_Raw,AI_State,AI_State_Confidence,CleanFuelRealtime
Car 5,2025-12-18 02:45:08,476.8,0,0.0,21.69541,104.852074,"Phường Âu Lâu, Tỉnh Lào Cai",0.0,5.0,44,0,0.0,0.0,476.8,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID,0.7991954408313778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,596.6,1.1932,2.983,7.1592,20.881000000000004,476.8,476.8,476.8,0.0,0.0,0.10000000000002274,0,0,0.0,STABLE_JITTER,STABLE_JITTER,0.9994702251296291,476.8
Car 5,2025-12-18 02:50:08,476.8,0,0.0,21.69541,104.852074,"Phường Âu Lâu, Tỉnh Lào Cai",0.0,5.0,44,0,0.0,0.0,476.8,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID,0.7991954408313778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,596.6,1.1932,2.983,7.1592,20.881000000000004,476.8,476.8,476.8,0.0,0.0,0.10000000000002274,0,0,0.0,STABLE_JITTER,STABLE_JITTER,0.9994702251296291,476.8
Car 5,2025-12-18 02:55:08,476.8,0,0.0,21.69541,104.852074,"Phường Âu Lâu, Tỉnh Lào Cai",0.0,5.0,44,0,0.0,0.0,476.8,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID,0.7991954408313778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,596.6,1.1932,2.983,7.1592,20.881000000000004,476.8,476.8,476.8,0.0,0.0,0.0,0,0,0.0,STABLE_JITTER,STABLE_JITTER,0.9994702251296291,476.8
Car 5,2025-12-18 03:00:08,476.8,0,0.0,21.69541,104.852074,"Phường Âu Lâu, Tỉnh Lào Cai",0.0,5.0,44,0,0.0,0.0,476.8,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID,0.7991954408313778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,596.6,1.1932,2.983,7.1592,20.881000000000004,476.8,476.8,476.8,0.0,0.0,0.0,0,0,0.0,STABLE_JITTER,STABLE_JITTER,0.9994702251296291,476.8
Car 5,2025-12-18 03:05:08,476.8,0,0.0,21.69541,104.852074,"Phường Âu Lâu, Tỉnh Lào Cai",0.0,5.0,44,0,0.0,0.0,476.8,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID,0.7991954408313778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,596.6,1.1932,2.983,7.1592,20.881000000000004,476.8,476.8,476.8,0.0,0.0,0.0,0,0,0.0,STABLE_JITTER,STABLE_JITTER,0.9994702251296291,476.8
Car 5,2025-12-18 03:10:08,476.8,0,0.0,21.69541,104.852074,"Phường Âu Lâu, Tỉnh Lào Cai",0.0,5.0,44,0,0.0,0.0,476.8,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID,0.7991954408313778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,596.6,1.1932,2.983,7.1592,20.881000000000004,476.8,476.8,476.8,0.0,0.0,0.0,0,0,0.0,STABLE_JITTER,STABLE_JITTER,0.9994702251296291,476.8
Car 5,2025-12-18 03:15:08,476.8,0,0.0,21.69541,104.852074,"Phường Âu Lâu, Tỉnh Lào Cai",0.0,5.0,44,0,0.0,0.0,476.8,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID,0.7991954408313778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,596.6,1.1932,2.983,7.1592,20.881000000000004,476.8,476.8,476.8,0.0,0.0,0.0,0,0,0.0,STABLE_JITTER,STABLE_JITTER,0.9994702251296291,476.8
Car 5,2025-12-18 03:20:08,476.8,0,0.0,21.69541,104.852074,"Phường Âu Lâu, Tỉnh Lào Cai",0.0,5.0,44,0,0.0,0.0,476.8,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID,0.7991954408313778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,596.6,1.1932,2.983,7.1592,20.881000000000004,476.8,476.8,476.8,0.0,0.0,0.0,0,0,0.0,STABLE_JITTER,STABLE_JITTER,0.9994702251296291,476.8
Car 5,2025-12-18 03:25:08,476.8,0,0.0,21.69541,104.852074,"Phường Âu Lâu, Tỉnh Lào Cai",0.0,5.0,44,0,0.0,0.0,476.8,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID,0.7991954408313778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,596.6,1.1932,2.983,7.1592,20.881000000000004,476.8,476.8,476.8,0.0,0.0,0.0,0,0,0.0,STABLE_JITTER,STABLE_JITTER,0.9994702251296291,476.8
Car 5,2025-12-18 03:30:08,476.8,0,0.0,21.69541,104.852074,"Phường Âu Lâu, Tỉnh Lào Cai",0.0,5.0,44,0,0.0,0.0,476.8,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID,0.7991954408313778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,596.6,1.1932,2.983,7.1592,20.881000000000004,476.8,476.8,476.8,0.0,0.0,0.0,0,0,0.0,STABLE_JITTER,STABLE_JITTER,0.9994702251296291,476.8
