VehicleID,FuelTime,FuelLevel,Speed,Address,DistanceMeters,TimeGapMinutes,SegmentID,IsSegmentStart,DeltaFuel,FuelRate,RollingMedian,RollingStd,RollingCount,RollingWindowReady,MovementState,FlagFuelZero,FlagLongGap,FlagLargeDelta,FlagSuspiciousGap,QualityFlag,QualityReason,FeatureStatus
92H-03625,2026-07-29 00:00:00,522.2,47,"Lý Thánh Tông, Xã Phú Lộc, TP Huế",0.0,,1,1,,,522.2,,1.0,0,Moving,0,0,0,0,0,VALID,VALID
92H-03625,2026-07-29 00:05:00,519.7,62,"Quốc Lộ 1, Xã Lộc An, TP Huế",0.0,5.0,1,0,-2.5,-0.5,520.95,1.7677669529663689,2.0,0,Moving,0,0,0,0,0,VALID,VALID
92H-03625,2026-07-29 00:10:00,519.4,50,"Quốc Lộ 1, Xã Lộc An, TP Huế",0.0,5.0,1,0,-0.3000000000000682,-0.06000000000001364,519.7,1.5373136743467266,3.0,1,Moving,0,0,0,0,0,VALID,VALID
92H-03625,2026-07-29 00:15:00,517.9,52,"Quốc Lộ 1, Xã Hưng Lộc, TP Huế",0.0,5.0,1,0,-1.5,-0.3,519.55,1.7832554500127558,4.0,1,Moving,0,0,0,0,0,VALID,VALID
92H-03625,2026-07-29 00:20:00,516.3,54,"Quốc Lộ 1, Xã Hưng Lộc, TP Huế",0.0,5.0,1,0,-1.6000000000000227,-0.32000000000000456,519.4,2.1988633427296675,5.0,1,Moving,0,0,0,0,0,VALID,VALID
92H-03625,2026-07-29 00:25:00,514.4,36,"Phú Bài - Trường Hà, Phường Phú Bài, TP Huế",0.0,5.0,1,0,-1.8999999999999773,-0.37999999999999545,517.9,2.2165288177689946,5.0,1,Moving,0,0,0,0,0,VALID,VALID
92H-03625,2026-07-29 00:30:00,511.5,0,"Đường tránh Thành phố Huế, Phường Phú Bài, TP Huế",0.0,5.0,1,0,-2.8999999999999773,-0.5799999999999954,516.3,3.0830180018937163,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
92H-03625,2026-07-29 00:35:00,506.3,0,"Đường tránh Thành phố Huế, Phường Phú Bài, TP Huế",0.0,5.0,1,0,-5.199999999999989,-1.0399999999999978,514.4,4.571870514352003,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
92H-03625,2026-07-29 00:40:00,506.0,0,"Đường tránh Thành phố Huế, Phường Phú Bài, TP Huế",0.0,5.0,1,0,-0.30000000000001137,-0.060000000000002274,511.5,4.662081080376214,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
92H-03625,2026-07-29 00:45:00,505.9,0,"Đường tránh Thành phố Huế, Phường Phú Bài, TP Huế",0.0,5.0,1,0,-0.10000000000002274,-0.02000000000000455,506.3,3.909859332508336,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
92H-03625,2026-07-29 00:50:00,505.7,0,"Đường tránh Thành phố Huế, Phường Phú Bài, TP Huế",0.0,5.0,1,0,-0.19999999999998863,-0.039999999999997725,506.0,2.4803225596690157,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
92H-03625,2026-07-29 00:55:00,505.6,0,"Đường tránh Thành phố Huế, Phường Phú Bài, TP Huế",0.0,5.0,1,0,-0.0999999999999659,-0.01999999999999318,505.9,0.2738612787587139,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
92H-03625,2026-07-29 01:00:00,505.6,0,"Đường tránh Thành phố Huế, Phường Phú Bài, TP Huế",0.0,5.0,1,0,0.0,0.0,505.7,0.18165902125517333,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
92H-03625,2026-07-29 01:05:00,505.6,0,"Đường tránh Thành phố Huế, Phường Phú Bài, TP Huế",0.0,5.0,1,0,0.0,0.0,505.6,0.13038404811713003,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
92H-03625,2026-07-29 01:10:00,505.6,0,"Đường tránh Thành phố Huế, Phường Phú Bài, TP Huế",0.0,5.0,1,0,0.0,0.0,505.6,0.04472135958836551,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
92H-03625,2026-07-29 01:15:00,505.6,0,"Đường tránh Thành phố Huế, Phường Phú Bài, TP Huế",0.0,5.0,1,0,0.0,0.0,505.6,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
92H-03625,2026-07-29 01:20:00,505.7,0,"Đường tránh Thành phố Huế, Phường Phú Bài, TP Huế",0.0,5.0,1,0,0.0999999999999659,0.01999999999999318,505.6,0.04472135958836551,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
92H-03625,2026-07-29 01:25:00,505.7,0,"Đường tránh Thành phố Huế, Phường Phú Bài, TP Huế",0.0,5.0,1,0,0.0,0.0,505.6,0.05477225578179956,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
92H-03625,2026-07-29 01:30:00,505.9,0,"Đường tránh Thành phố Huế, Phường Phú Bài, TP Huế",0.0,5.0,1,0,0.19999999999998863,0.039999999999997725,505.7,0.12247448715310173,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
92H-03625,2026-07-29 01:35:00,505.9,0,"Đường tránh Thành phố Huế, Phường Phú Bài, TP Huế",0.0,5.0,1,0,0.0,0.0,505.7,0.13416407866270458,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
92H-03625,2026-07-29 01:40:00,505.9,0,"Đường tránh Thành phố Huế, Phường Phú Bài, TP Huế",0.0,5.0,1,0,0.0,0.0,505.9,0.109544511516635,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
