VehicleID,FuelTime,FuelLevel,Speed,Address,FlagFuelZero,FlagDuplicateTime,FuelLevel_calc,TimeGapMinutes,DynamicGapThreshold,FlagLongGap,DistanceMeters,SegmentID,IsSegmentStart,FlagSuspiciousGap,FeatureStatus,DeltaFuel,FuelRate,RollingMedian,RollingStd,RollingCount,RollingWindowReady,MovementState,Acceleration,FlagLargeDelta,QualityFlag,QualityReason
35H-09245,2026-07-29 00:00:00,355.8,0.0,"Lê Chân, Phường Phù Vân, Tỉnh Ninh Bình",0,1,355.8,,,0,0.0,1,1,0,VALID,,,355.8,,1.0,0,Stopped,,0,1,DUPLICATE_TIME
35H-09245,2026-07-29 00:00:00,355.8,0.0,"Lê Chân, Phường Phù Vân, Tỉnh Ninh Bình",0,1,355.8,0.0,5.0,0,0.0,1,0,0,VALID,0.0,,355.8,0.0,2.0,0,Stopped,0.0,0,1,DUPLICATE_TIME
35H-09245,2026-07-29 00:05:00,355.8,0.0,"Lê Chân, Phường Phù Vân, Tỉnh Ninh Bình",0,1,355.8,5.0,7.5,0,0.0,1,0,0,VALID,0.0,0.0,355.8,0.0,3.0,1,Stopped,0.0,0,1,DUPLICATE_TIME
35H-09245,2026-07-29 00:05:00,355.8,0.0,"Lê Chân, Phường Phù Vân, Tỉnh Ninh Bình",0,1,355.8,0.0,5.0,0,0.0,1,0,0,VALID,0.0,,355.8,0.0,4.0,1,Stopped,0.0,0,1,DUPLICATE_TIME
35H-09245,2026-07-29 00:10:00,355.8,0.0,"Lê Chân, Phường Phù Vân, Tỉnh Ninh Bình",0,1,355.8,5.0,7.5,0,0.0,1,0,0,VALID,0.0,0.0,355.8,0.0,5.0,1,Stopped,0.0,0,1,DUPLICATE_TIME
35H-09245,2026-07-29 00:10:00,355.8,0.0,"Lê Chân, Phường Phù Vân, Tỉnh Ninh Bình",0,1,355.8,0.0,5.0,0,0.0,1,0,0,VALID,0.0,,355.8,0.0,5.0,1,Stopped,0.0,0,1,DUPLICATE_TIME
35H-09245,2026-07-29 00:15:00,355.8,0.0,"Lê Chân, Phường Phù Vân, Tỉnh Ninh Bình",0,1,355.8,5.0,7.5,0,0.0,1,0,0,VALID,0.0,0.0,355.8,0.0,5.0,1,Stopped,0.0,0,1,DUPLICATE_TIME
35H-09245,2026-07-29 00:15:00,355.8,0.0,"Lê Chân, Phường Phù Vân, Tỉnh Ninh Bình",0,1,355.8,0.0,5.0,0,0.0,1,0,0,VALID,0.0,,355.8,0.0,5.0,1,Stopped,0.0,0,1,DUPLICATE_TIME
35H-09245,2026-07-29 00:20:00,355.8,0.0,"Lê Chân, Phường Phù Vân, Tỉnh Ninh Bình",0,1,355.8,5.0,7.5,0,0.0,1,0,0,VALID,0.0,0.0,355.8,0.0,5.0,1,Stopped,0.0,0,1,DUPLICATE_TIME
35H-09245,2026-07-29 00:20:00,355.8,0.0,"Lê Chân, Phường Phù Vân, Tỉnh Ninh Bình",0,1,355.8,0.0,5.0,0,0.0,1,0,0,VALID,0.0,,355.8,0.0,5.0,1,Stopped,0.0,0,1,DUPLICATE_TIME
35H-09245,2026-07-29 00:25:00,355.8,0.0,"Lê Chân, Phường Phù Vân, Tỉnh Ninh Bình",0,1,355.8,5.0,7.5,0,0.0,1,0,0,VALID,0.0,0.0,355.8,0.0,5.0,1,Stopped,0.0,0,1,DUPLICATE_TIME
