VehicleID,FuelTime,FuelLevel,Speed,Address,DistanceMeters,TimeGapMinutes,SegmentID,IsSegmentStart,DeltaFuel,FuelRate,RollingMedian,RollingStd,RollingCount,RollingWindowReady,MovementState,FlagFuelZero,FlagLongGap,FlagLargeDelta,FlagSuspiciousGap,QualityFlag,QualityReason,FeatureStatus
36C-31893,2026-07-29 00:00:00,722.1,0,"Phường Nghi Sơn, Tỉnh Thanh Hóa",0.0,,1,1,,,722.1,,1.0,0,Stopped,0,0,0,0,0,VALID,VALID
36C-31893,2026-07-29 00:05:00,722.1,0,"Phường Nghi Sơn, Tỉnh Thanh Hóa",0.0,5.0,1,0,0.0,0.0,722.1,0.0,2.0,0,Stopped,0,0,0,0,0,VALID,VALID
36C-31893,2026-07-29 00:10:00,721.9,0,"Phường Nghi Sơn, Tỉnh Thanh Hóa",0.0,5.0,1,0,-0.20000000000004547,-0.0400000000000091,722.1,0.115470053837935,3.0,1,Stopped,0,0,0,0,0,VALID,VALID
36C-31893,2026-07-29 00:15:00,721.9,0,"Phường Nghi Sơn, Tỉnh Thanh Hóa",0.0,5.0,1,0,0.0,0.0,722.0,0.115470053837935,4.0,1,Stopped,0,0,0,0,0,VALID,VALID
36C-31893,2026-07-29 00:20:00,721.9,0,"Phường Nghi Sơn, Tỉnh Thanh Hóa",0.0,5.0,1,0,0.0,0.0,721.9,0.10954451150104776,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
36C-31893,2026-07-29 00:25:00,721.9,0,"Phường Nghi Sơn, Tỉnh Thanh Hóa",0.0,5.0,1,0,0.0,0.0,721.9,0.08944271910002145,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
36C-31893,2026-07-29 00:30:00,722.1,0,"Phường Nghi Sơn, Tỉnh Thanh Hóa",0.0,5.0,1,0,0.20000000000004547,0.0400000000000091,721.9,0.08944271910002145,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
36C-31893,2026-07-29 00:35:00,722.1,0,"Phường Nghi Sơn, Tỉnh Thanh Hóa",0.0,5.0,1,0,0.0,0.0,721.9,0.10954451150104776,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
36C-31893,2026-07-29 00:40:00,722.1,0,"Phường Nghi Sơn, Tỉnh Thanh Hóa",0.0,5.0,1,0,0.0,0.0,722.1,0.10954451150104776,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
36C-31893,2026-07-29 00:45:00,722.1,0,"Phường Nghi Sơn, Tỉnh Thanh Hóa",0.0,5.0,1,0,0.0,0.0,722.1,0.08944271910002145,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
