VehicleID,FuelTime,FuelLevel,Speed,Address,FlagFuelZero,FlagDuplicateTime,FuelLevel_calc,TimeGapMinutes,DynamicGapThreshold,FlagLongGap,DistanceMeters,SegmentID,IsSegmentStart,FlagSuspiciousGap,FeatureStatus,DeltaFuel,FuelRate,RollingMedian,RollingStd,RollingCount,RollingWindowReady,MovementState,Acceleration,FlagLargeDelta,QualityFlag,QualityReason
21H-02058,2026-07-29 01:08:00,578.4,0.0,"Cao tốc Nội Bài – Lào Cai, Xã Quy Mông, Tỉnh Lào Cai",0,0,578.4,,,0,0.0,1,1,0,VALID,,,578.4,,1.0,0,Stopped,,0,0,
21H-02058,2026-07-29 01:10:00,505.8,44.0,"Cao tốc Nội Bài – Lào Cai, Xã Quy Mông, Tỉnh Lào Cai",0,0,505.8,2.0,6.0,0,0.0,1,0,0,VALID,-72.59999999999997,-36.29999999999998,542.1,51.33595231414335,2.0,0,Moving,0.36666666666666664,1,1,LARGE_DELTA
21H-02058,2026-07-29 01:15:00,500.3,32.0,"Cao tốc Nội Bài – Lào Cai, Xã Quy Mông, Tỉnh Lào Cai",0,0,500.3,5.0,10.5,0,0.0,1,0,0,VALID,-5.5,-1.1,505.8,43.59017473391607,3.0,1,Moving,-0.04,0,0,
21H-02058,2026-07-29 01:20:00,500.5,40.0,"Cao tốc Nội Bài – Lào Cai, Phường Âu Lâu, Tỉnh Lào Cai",0,0,500.5,5.0,15.0,0,0.0,1,0,0,VALID,0.19999999999998863,0.039999999999997725,503.15,38.18503197152869,4.0,1,Moving,0.02666666666666667,0,0,
21H-02058,2026-07-29 01:25:00,494.7,42.0,"Cao tốc Nội Bài – Lào Cai, Phường Âu Lâu, Tỉnh Lào Cai",0,0,494.7,5.0,15.0,0,0.0,1,0,0,VALID,-5.800000000000011,-1.1600000000000024,500.5,35.13620639739017,5.0,1,Moving,0.006666666666666667,0,0,
21H-02058,2026-07-29 01:30:00,490.9,41.0,"Cao tốc Nội Bài – Lào Cai, Phường Âu Lâu, Tỉnh Lào Cai",0,0,490.9,5.0,15.0,0,0.0,1,0,0,VALID,-3.8000000000000114,-0.7600000000000022,500.3,5.76003472211797,5.0,1,Moving,-0.0033333333333333335,0,0,
21H-02058,2026-07-29 01:35:00,492.8,49.0,"Cao tốc Nội Bài – Lào Cai, Phường Âu Lâu, Tỉnh Lào Cai",0,0,492.8,5.0,15.0,0,0.0,1,0,0,VALID,1.900000000000034,0.38000000000000683,494.7,4.374699989714151,5.0,1,Moving,0.02666666666666667,0,0,
21H-02058,2026-07-29 01:40:00,489.8,51.0,"Cao tốc Nội Bài – Lào Cai, Xã Hiền Lương, Tỉnh Phú Thọ",0,0,489.8,5.0,15.0,0,0.0,1,0,0,VALID,-3.0,-0.6,492.8,4.215803600739188,5.0,1,Moving,0.006666666666666667,0,0,
21H-02058,2026-07-29 01:45:00,480.2,21.0,"Cao tốc Nội Bài – Lào Cai, Xã Hiền Lương, Tỉnh Phú Thọ",0,0,480.2,5.0,15.0,0,0.0,1,0,0,VALID,-9.600000000000023,-1.9200000000000046,490.9,5.619341598444334,5.0,1,Moving,-0.1,1,1,LARGE_DELTA
21H-02058,2026-07-29 01:50:00,484.5,45.0,"Cao tốc Nội Bài – Lào Cai, Xã Hiền Lương, Tỉnh Phú Thọ",0,0,484.5,5.0,15.0,0,0.0,1,0,0,VALID,4.300000000000011,0.8600000000000023,489.8,5.17522946351248,5.0,1,Moving,0.08,0,0,
