VehicleID,FuelTime,FuelLevel,Speed,Address,FlagFuelZero,FlagDuplicateTime,FuelLevel_calc,TimeGapMinutes,DynamicGapThreshold,FlagLongGap,DistanceMeters,SegmentID,IsSegmentStart,FlagSuspiciousGap,FeatureStatus,DeltaFuel,FuelRate,RollingMedian,RollingStd,RollingCount,RollingWindowReady,MovementState,Acceleration,FlagLargeDelta,QualityFlag,QualityReason,CNN_Realtime,CNN_EMA,CNN_Adaptive_EMA,MovEncoded
36C-31893,2026-07-29 00:00:00,722.1,0.0,"Phường Nghi Sơn, Tỉnh Thanh Hóa",0,1,722.1,5.0,,0,0.0,1,1,0,VALID,,,722.1,0.0,1.0,0,Stopped,,0,1,DUPLICATE_TIME,722.1,722.1,722.1,0.0
36C-31893,2026-07-29 00:00:00,722.1,0.0,"Phường Nghi Sơn, Tỉnh Thanh Hóa",0,1,722.1,0.0,5.0,0,0.0,1,0,0,VALID,0.0,,722.1,0.0,2.0,0,Stopped,0.0,0,1,DUPLICATE_TIME,722.1,722.1,722.1,0.0
36C-31893,2026-07-29 00:05:00,722.1,0.0,"Phường Nghi Sơn, Tỉnh Thanh Hóa",0,1,722.1,5.0,7.5,0,0.0,1,0,0,VALID,0.0,0.0,722.1,0.0,3.0,1,Stopped,0.0,0,1,DUPLICATE_TIME,722.1,722.1,722.1,0.0
36C-31893,2026-07-29 00:05:00,722.1,0.0,"Phường Nghi Sơn, Tỉnh Thanh Hóa",0,1,722.1,0.0,5.0,0,0.0,1,0,0,VALID,0.0,,722.1,0.0,4.0,1,Stopped,0.0,0,1,DUPLICATE_TIME,722.1,722.1,722.1,0.0
36C-31893,2026-07-29 00:10:00,721.9,0.0,"Phường Nghi Sơn, Tỉnh Thanh Hóa",0,1,721.9,5.0,7.5,0,0.0,1,0,0,VALID,-0.2000000000000454,-0.0400000000000091,722.1,0.08944271910002463,5.0,1,Stopped,0.0,0,1,DUPLICATE_TIME,721.9,722.0,722.1,0.0
36C-31893,2026-07-29 00:10:00,721.9,0.0,"Phường Nghi Sơn, Tỉnh Thanh Hóa",0,1,721.9,0.0,5.0,0,0.0,1,0,0,VALID,0.0,,722.1,0.10954451150109705,5.0,1,Stopped,0.0,0,1,DUPLICATE_TIME,721.9,722.0,722.1,0.0
36C-31893,2026-07-29 00:15:00,721.9,0.0,"Phường Nghi Sơn, Tỉnh Thanh Hóa",0,1,721.9,5.0,7.5,0,0.0,1,0,0,VALID,0.0,0.0,721.9,0.10954451150114375,5.0,1,Stopped,0.0,0,1,DUPLICATE_TIME,721.9,721.9,722.0,0.0
36C-31893,2026-07-29 00:15:00,721.9,0.0,"Phường Nghi Sơn, Tỉnh Thanh Hóa",0,1,721.9,0.0,5.0,0,0.0,1,0,0,VALID,0.0,,721.9,0.08944271910019623,5.0,1,Stopped,0.0,0,1,DUPLICATE_TIME,721.9,721.9,722.0,0.0
36C-31893,2026-07-29 00:20:00,721.9,0.0,"Phường Nghi Sơn, Tỉnh Thanh Hóa",0,1,721.9,5.0,7.5,0,0.0,1,0,0,VALID,0.0,0.0,721.9,0.0,5.0,1,Stopped,0.0,0,1,DUPLICATE_TIME,721.9,721.9,722.0,0.0
36C-31893,2026-07-29 00:20:00,721.9,0.0,"Phường Nghi Sơn, Tỉnh Thanh Hóa",0,1,721.9,0.0,5.0,0,0.0,1,0,0,VALID,0.0,,721.9,0.0,5.0,1,Stopped,0.0,0,1,DUPLICATE_TIME,721.9,721.9,722.0,0.0
