VehicleID,FuelTime,FuelLevel,Speed,Address,FlagFuelZero,FlagDuplicateTime,FuelLevel_calc,TimeGapMinutes,DynamicGapThreshold,FlagLongGap,DistanceMeters,SegmentID,IsSegmentStart,FlagSuspiciousGap,FeatureStatus,DeltaFuel,FuelRate,RollingMedian,RollingStd,RollingCount,RollingWindowReady,MovementState,Acceleration,FlagLargeDelta,QualityFlag,QualityReason,CNN_Realtime,CNN_EMA,CNN_Adaptive_EMA,MovEncoded
90H-03958,2026-07-29 01:39:00,245.2,0.0,"Phan Trọng Tuệ, Phường Lý Thường Kiệt, Tỉnh Ninh Bình",0,1,245.2,5.0,,0,0.0,1,1,0,VALID,,,245.2,0.0,1.0,0,Stopped,,0,1,DUPLICATE_TIME,245.2,245.2,245.2,0.0
90H-03958,2026-07-29 01:39:00,245.2,0.0,"Phan Trọng Tuệ, Phường Lý Thường Kiệt, Tỉnh Ninh Bình",0,1,245.2,0.0,5.0,0,0.0,1,0,0,VALID,0.0,,245.2,0.0,2.0,0,Stopped,0.0,0,1,DUPLICATE_TIME,245.2,245.2,245.2,0.0
90H-03958,2026-07-29 01:40:00,245.2,0.0,"Phan Trọng Tuệ, Phường Lý Thường Kiệt, Tỉnh Ninh Bình",0,1,245.2,1.0,5.0,0,0.0,1,0,0,VALID,0.0,0.0,245.2,0.0,3.0,1,Stopped,0.0,0,1,DUPLICATE_TIME,245.2,245.2,245.2,0.0
90H-03958,2026-07-29 01:40:00,245.2,0.0,"Phan Trọng Tuệ, Phường Lý Thường Kiệt, Tỉnh Ninh Bình",0,1,245.2,0.0,5.0,0,0.0,1,0,0,VALID,0.0,,245.2,0.0,4.0,1,Stopped,0.0,0,1,DUPLICATE_TIME,245.2,245.2,245.2,0.0
90H-03958,2026-07-29 01:45:00,246.2,0.0,"Phan Trọng Tuệ, Phường Lý Thường Kiệt, Tỉnh Ninh Bình",0,1,246.2,5.0,5.0,0,0.0,1,0,0,VALID,1.0,0.2,245.2,0.4472135954999611,5.0,1,Stopped,0.0,0,1,DUPLICATE_TIME,246.2,245.6,245.3,0.0
90H-03958,2026-07-29 01:45:00,246.2,0.0,"Phan Trọng Tuệ, Phường Lý Thường Kiệt, Tỉnh Ninh Bình",0,1,246.2,0.0,5.0,0,0.0,1,0,0,VALID,0.0,,245.2,0.5477225575051684,5.0,1,Stopped,0.0,0,1,DUPLICATE_TIME,246.2,245.8,245.4,0.0
90H-03958,2026-07-29 01:50:00,244.2,0.0,"Phường Lý Thường Kiệt, Tỉnh Ninh Bình",0,1,244.2,5.0,5.0,0,0.0,1,0,0,VALID,-2.0,-0.4,245.2,0.836660026534074,5.0,1,Stopped,0.0,0,1,DUPLICATE_TIME,244.2,245.2,245.3,0.0
90H-03958,2026-07-29 01:50:00,244.2,0.0,"Phường Lý Thường Kiệt, Tỉnh Ninh Bình",0,1,244.2,0.0,5.0,0,0.0,1,0,0,VALID,0.0,,245.2,0.9999999999999991,5.0,1,Stopped,0.0,0,1,DUPLICATE_TIME,244.2,244.8,245.2,0.0
90H-03958,2026-07-29 01:55:00,244.2,0.0,"Phường Lý Thường Kiệt, Tỉnh Ninh Bình",0,1,244.2,5.0,5.0,0,0.0,1,0,0,VALID,0.0,0.0,244.2,1.0954451150103328,5.0,1,Stopped,0.0,0,1,DUPLICATE_TIME,244.2,244.6,245.1,0.0
90H-03958,2026-07-29 01:55:00,244.2,0.0,"Phường Lý Thường Kiệt, Tỉnh Ninh Bình",0,1,244.2,0.0,5.0,0,0.0,1,0,0,VALID,0.0,,244.2,0.8944271909999193,5.0,1,Stopped,0.0,0,1,DUPLICATE_TIME,244.9,244.7,245.1,0.0
90H-03958,2026-07-29 02:00:00,243.8,0.0,"Phường Lý Thường Kiệt, Tỉnh Ninh Bình",0,1,243.8,5.0,5.0,0,0.0,1,0,0,VALID,-0.3999999999999772,-0.0799999999999954,244.2,0.178885438200001,5.0,1,Stopped,0.0,0,1,DUPLICATE_TIME,244.6,244.7,245.0,0.0
90H-03958,2026-07-29 02:00:00,243.8,0.0,"Phường Lý Thường Kiệt, Tỉnh Ninh Bình",0,1,243.8,0.0,5.0,0,0.0,1,0,0,VALID,0.0,,244.2,0.2190890230020866,5.0,1,Stopped,0.0,0,1,DUPLICATE_TIME,244.5,244.6,245.0,0.0
90H-03958,2026-07-29 02:05:00,243.6,0.0,"Phường Lý Thường Kiệt, Tỉnh Ninh Bình",0,1,243.6,5.0,5.0,0,0.0,1,0,0,VALID,-0.200000000000017,-0.0400000000000034,243.8,0.26832815730000625,5.0,1,Stopped,0.0,0,1,DUPLICATE_TIME,244.5,244.6,244.9,0.0
90H-03958,2026-07-29 02:05:00,243.6,0.0,"Phường Lý Thường Kiệt, Tỉnh Ninh Bình",0,1,243.6,0.0,5.0,0,0.0,1,0,0,VALID,0.0,,243.8,0.24494897427836715,5.0,1,Stopped,0.0,0,1,DUPLICATE_TIME,244.8,244.7,244.9,0.0
90H-03958,2026-07-29 02:10:00,243.6,0.0,"Phường Lý Thường Kiệt, Tỉnh Ninh Bình",0,1,243.6,5.0,5.0,0,0.0,1,0,0,VALID,0.0,0.0,243.6,0.10954451150117299,5.0,1,Stopped,0.0,0,1,DUPLICATE_TIME,244.6,244.6,244.9,0.0
90H-03958,2026-07-29 02:10:00,243.6,0.0,"Phường Lý Thường Kiệt, Tỉnh Ninh Bình",0,1,243.6,0.0,5.0,0,0.0,1,0,0,VALID,0.0,,243.6,0.08944271910016291,5.0,1,Stopped,0.0,0,1,DUPLICATE_TIME,243.6,244.2,244.7,0.0
90H-03958,2026-07-29 02:15:00,243.6,0.0,"Phường Lý Thường Kiệt, Tỉnh Ninh Bình",0,1,243.6,5.0,5.0,0,0.0,1,0,0,VALID,0.0,0.0,243.6,0.0,5.0,1,Stopped,0.0,0,1,DUPLICATE_TIME,243.6,244.0,244.6,0.0
