VehicleID,FuelTime,FuelLevel,Speed,Address,FlagFuelZero,FlagDuplicateTime,FuelLevel_calc,TimeGapMinutes,DynamicGapThreshold,FlagLongGap,DistanceMeters,SegmentID,IsSegmentStart,FlagSuspiciousGap,FeatureStatus,DeltaFuel,FuelRate,RollingMedian,RollingStd,RollingCount,RollingWindowReady,MovementState,Acceleration,FlagLargeDelta,QualityFlag,QualityReason
19H-07240,2026-07-29 00:00:00,371.5,0.0,"Quốc Lộ 70, Xã Tây Cốc, Tỉnh Phú Thọ",0,1,371.5,,,0,0.0,1,1,0,VALID,,,371.5,,1.0,0,Stopped,,0,1,DUPLICATE_TIME
19H-07240,2026-07-29 00:00:00,371.5,0.0,"Quốc Lộ 70, Xã Tây Cốc, Tỉnh Phú Thọ",0,1,371.5,0.0,5.0,0,0.0,1,0,0,VALID,0.0,,371.5,0.0,2.0,0,Stopped,0.0,0,1,DUPLICATE_TIME
19H-07240,2026-07-29 00:05:00,371.7,0.0,"Quốc Lộ 70, Xã Tây Cốc, Tỉnh Phú Thọ",0,1,371.7,5.0,7.5,0,0.0,1,0,0,VALID,0.19999999999998863,0.039999999999997725,371.5,0.11547005383791858,3.0,1,Stopped,0.0,0,1,DUPLICATE_TIME
19H-07240,2026-07-29 00:05:00,371.7,0.0,"Quốc Lộ 70, Xã Tây Cốc, Tỉnh Phú Thọ",0,1,371.7,0.0,5.0,0,0.0,1,0,0,VALID,0.0,,371.6,0.11547005383791312,4.0,1,Stopped,0.0,0,1,DUPLICATE_TIME
19H-07240,2026-07-29 00:10:00,371.7,0.0,"Quốc Lộ 70, Xã Tây Cốc, Tỉnh Phú Thọ",0,1,371.7,5.0,7.5,0,0.0,1,0,0,VALID,0.0,0.0,371.7,0.10954451150101878,5.0,1,Stopped,0.0,0,1,DUPLICATE_TIME
19H-07240,2026-07-29 00:10:00,371.7,0.0,"Quốc Lộ 70, Xã Tây Cốc, Tỉnh Phú Thọ",0,1,371.7,0.0,5.0,0,0.0,1,0,0,VALID,0.0,,371.7,0.08944271909997882,5.0,1,Stopped,0.0,0,1,DUPLICATE_TIME
19H-07240,2026-07-29 00:15:00,371.7,0.0,"Quốc Lộ 70, Xã Tây Cốc, Tỉnh Phú Thọ",0,1,371.7,5.0,7.5,0,0.0,1,0,0,VALID,0.0,0.0,371.7,0.0,5.0,1,Stopped,0.0,0,1,DUPLICATE_TIME
19H-07240,2026-07-29 00:15:00,371.7,0.0,"Quốc Lộ 70, Xã Tây Cốc, Tỉnh Phú Thọ",0,1,371.7,0.0,5.0,0,0.0,1,0,0,VALID,0.0,,371.7,0.0,5.0,1,Stopped,0.0,0,1,DUPLICATE_TIME
19H-07240,2026-07-29 00:20:00,371.7,0.0,"Quốc Lộ 70, Xã Tây Cốc, Tỉnh Phú Thọ",0,1,371.7,5.0,7.5,0,0.0,1,0,0,VALID,0.0,0.0,371.7,0.0,5.0,1,Stopped,0.0,0,1,DUPLICATE_TIME
19H-07240,2026-07-29 00:20:00,371.7,0.0,"Quốc Lộ 70, Xã Tây Cốc, Tỉnh Phú Thọ",0,1,371.7,0.0,5.0,0,0.0,1,0,0,VALID,0.0,,371.7,0.0,5.0,1,Stopped,0.0,0,1,DUPLICATE_TIME
19H-07240,2026-07-29 00:25:00,371.7,0.0,"Quốc Lộ 70, Xã Tây Cốc, Tỉnh Phú Thọ",0,1,371.7,5.0,7.5,0,0.0,1,0,0,VALID,0.0,0.0,371.7,0.0,5.0,1,Stopped,0.0,0,1,DUPLICATE_TIME
19H-07240,2026-07-29 00:25:00,371.7,0.0,"Quốc Lộ 70, Xã Tây Cốc, Tỉnh Phú Thọ",0,1,371.7,0.0,5.0,0,0.0,1,0,0,VALID,0.0,,371.7,0.0,5.0,1,Stopped,0.0,0,1,DUPLICATE_TIME
19H-07240,2026-07-29 00:30:00,371.7,0.0,"Quốc Lộ 70, Xã Tây Cốc, Tỉnh Phú Thọ",0,1,371.7,5.0,7.5,0,0.0,1,0,0,VALID,0.0,0.0,371.7,0.0,5.0,1,Stopped,0.0,0,1,DUPLICATE_TIME
19H-07240,2026-07-29 00:30:00,371.7,0.0,"Quốc Lộ 70, Xã Tây Cốc, Tỉnh Phú Thọ",0,1,371.7,0.0,5.0,0,0.0,1,0,0,VALID,0.0,,371.7,0.0,5.0,1,Stopped,0.0,0,1,DUPLICATE_TIME
19H-07240,2026-07-29 00:35:00,371.7,0.0,"Quốc Lộ 70, Xã Tây Cốc, Tỉnh Phú Thọ",0,1,371.7,5.0,7.5,0,0.0,1,0,0,VALID,0.0,0.0,371.7,0.0,5.0,1,Stopped,0.0,0,1,DUPLICATE_TIME
19H-07240,2026-07-29 00:35:00,371.7,0.0,"Quốc Lộ 70, Xã Tây Cốc, Tỉnh Phú Thọ",0,1,371.7,0.0,5.0,0,0.0,1,0,0,VALID,0.0,,371.7,0.0,5.0,1,Stopped,0.0,0,1,DUPLICATE_TIME
