VehicleID,FuelTime,FuelLevel,Speed,Address,DistanceMeters,TimeGapMinutes,SegmentID,IsSegmentStart,DeltaFuel,FuelRate,RollingMedian,RollingStd,RollingCount,RollingWindowReady,MovementState,FlagFuelZero,FlagLongGap,FlagLargeDelta,FlagSuspiciousGap,QualityFlag,QualityReason,FeatureStatus
92H-07095,2026-07-29 00:00:00,500.9,0,"Tỉnh Lộ 741, Xã Phước Hòa, TP Hồ Chí Minh",0.0,,1,1,,,500.9,,1.0,0,Stopped,0,0,0,0,0,VALID,VALID
92H-07095,2026-07-29 00:05:00,500.6,0,"Tỉnh Lộ 741, Xã Phước Hòa, TP Hồ Chí Minh",0.0,5.0,1,0,-0.2999999999999545,-0.05999999999999091,500.75,0.2121320343559321,2.0,0,Stopped,0,0,0,0,0,VALID,VALID
92H-07095,2026-07-29 00:10:00,500.4,0,"Tỉnh Lộ 741, Xã Phước Hòa, TP Hồ Chí Minh",0.0,5.0,1,0,-0.20000000000004547,-0.0400000000000091,500.6,0.2516611478423553,3.0,1,Stopped,0,0,0,0,0,VALID,VALID
92H-07095,2026-07-29 00:15:00,502.2,31,"Tỉnh Lộ 741, Xã Phước Hòa, TP Hồ Chí Minh",0.0,5.0,1,0,1.8000000000000114,0.36000000000000226,500.75,0.8098353742170915,4.0,1,Moving,0,0,0,0,0,VALID,VALID
92H-07095,2026-07-29 00:20:00,499.8,53,"Tỉnh Lộ 741, Xã Phước Hòa, TP Hồ Chí Minh",0.0,5.0,1,0,-2.3999999999999773,-0.47999999999999543,500.6,0.8899438184514696,5.0,1,Moving,0,0,0,0,0,VALID,VALID
92H-07095,2026-07-29 00:25:00,496.0,49,"Tỉnh Lộ 741, Xã Phước Hòa, TP Hồ Chí Minh",0.0,5.0,1,0,-3.8000000000000114,-0.7600000000000022,500.4,2.302172886644267,5.0,1,Moving,0,0,0,0,0,VALID,VALID
92H-07095,2026-07-29 00:30:00,501.4,0,Chợ Phú Giáo ( về ),0.0,5.0,1,0,5.399999999999977,1.0799999999999954,500.4,2.397498696558551,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
92H-07095,2026-07-29 00:35:00,495.7,41,"Tỉnh Lộ 741, Xã Phú Giáo, TP Hồ Chí Minh",0.0,5.0,1,0,-5.699999999999989,-1.1399999999999977,499.8,3.02191991952137,5.0,1,Moving,0,0,0,0,0,VALID,VALID
92H-07095,2026-07-29 00:40:00,493.1,47,"Tỉnh Lộ 741, Xã Phú Giáo, TP Hồ Chí Minh",0.0,5.0,1,0,-2.599999999999966,-0.5199999999999931,496.0,3.3503731135502135,5.0,1,Moving,0,0,0,0,0,VALID,VALID
92H-07095,2026-07-29 00:45:00,492.3,44,"Tỉnh Lộ 741, Xã Phú Giáo, TP Hồ Chí Minh",0.0,5.0,1,0,-0.8000000000000114,-0.16000000000000228,495.7,3.567211796347436,5.0,1,Moving,0,0,0,0,0,VALID,VALID
92H-07095,2026-07-29 00:50:00,493.2,36,Trạm Tân Lập,0.0,5.0,1,0,0.8999999999999773,0.17999999999999544,493.2,3.724647634340781,5.0,1,Moving,0,0,0,0,0,VALID,VALID
92H-07095,2026-07-29 00:55:00,488.5,43,"Tỉnh Lộ 741, Xã Đồng Phú, Tỉnh Đồng Nai",0.0,5.0,1,0,-4.699999999999989,-0.9399999999999977,493.1,2.6034592372458474,5.0,1,Moving,0,0,0,0,0,VALID,VALID
92H-07095,2026-07-29 01:00:00,487.2,38,"Cách Mạng Tháng 8, Xã Đồng Phú, Tỉnh Đồng Nai",0.0,5.0,1,0,-1.3000000000000114,-0.2600000000000023,492.3,2.8076680715499593,5.0,1,Moving,0,0,0,0,0,VALID,VALID
92H-07095,2026-07-29 01:05:00,486.8,46,"Cách Mạng Tháng 8, Xã Đồng Phú, Tỉnh Đồng Nai",0.0,5.0,1,0,-0.39999999999997726,-0.07999999999999545,488.5,2.9605742686176995,5.0,1,Moving,0,0,0,0,0,VALID,VALID
92H-07095,2026-07-29 01:10:00,482.8,45,"Tỉnh Lộ 741, Phường Bình Phước, Tỉnh Đồng Nai",0.0,5.0,1,0,-4.0,-0.8,487.2,3.740320841853202,5.0,1,Moving,0,0,0,0,0,VALID,VALID
