VehicleID,FuelTime,FuelLevel,Speed,Acceleration,Address,DistanceMeters,TimeGapMinutes,SegmentID,IsSegmentStart,DeltaFuel,FuelRate,RollingMedian,RollingStd,RollingCount,RollingWindowReady,MovementState,FlagFuelZero,FlagLongGap,FlagLargeDelta,FlagSuspiciousGap,QualityFlag,QualityReason,FeatureStatus
92H-02653,2026-08-10 00:00:00,423.5,0.0,,"Phường Tân Tạo, TP Hồ Chí Minh",0.0,,1,1,,,423.5,,1.0,0,Stopped,0,0,0,0,0,VALID,VALID
92H-02653,2026-08-10 00:02:00,423.5,0.0,0.0,"Phường Tân Tạo, TP Hồ Chí Minh",0.0,2.0,1,0,0.0,0.0,423.5,0.0,2.0,0,Stopped,0,0,0,0,0,VALID,VALID
92H-02653,2026-08-10 00:04:00,423.5,0.0,0.0,"Phường Tân Tạo, TP Hồ Chí Minh",0.0,2.0,1,0,0.0,0.0,423.5,0.0,3.0,1,Stopped,0,0,0,0,0,VALID,VALID
92H-02653,2026-08-10 00:06:00,423.5,0.0,0.0,"Phường Tân Tạo, TP Hồ Chí Minh",0.0,2.0,1,0,0.0,0.0,423.5,0.0,4.0,1,Stopped,0,0,0,0,0,VALID,VALID
92H-02653,2026-08-10 00:08:00,423.5,0.0,0.0,"Phường Tân Tạo, TP Hồ Chí Minh",0.0,2.0,1,0,0.0,0.0,423.5,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
92H-02653,2026-08-10 00:10:00,423.5,0.0,0.0,"Phường Tân Tạo, TP Hồ Chí Minh",0.0,2.0,1,0,0.0,0.0,423.5,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
92H-02653,2026-08-10 00:12:00,423.5,0.0,0.0,"Phường Tân Tạo, TP Hồ Chí Minh",0.0,2.0,1,0,0.0,0.0,423.5,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
92H-02653,2026-08-10 00:14:00,423.5,0.0,0.0,"Phường Tân Tạo, TP Hồ Chí Minh",0.0,2.0,1,0,0.0,0.0,423.5,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
92H-02653,2026-08-10 00:16:00,423.5,0.0,0.0,"Phường Tân Tạo, TP Hồ Chí Minh",0.0,2.0,1,0,0.0,0.0,423.5,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
92H-02653,2026-08-10 00:18:00,423.5,0.0,0.0,"Phường Tân Tạo, TP Hồ Chí Minh",0.0,2.0,1,0,0.0,0.0,423.5,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
92H-02653,2026-08-10 00:20:00,423.5,0.0,0.0,"Phường Tân Tạo, TP Hồ Chí Minh",0.0,2.0,1,0,0.0,0.0,423.5,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
92H-02653,2026-08-10 00:22:00,423.5,0.0,0.0,"Phường Tân Tạo, TP Hồ Chí Minh",0.0,2.0,1,0,0.0,0.0,423.5,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
92H-02653,2026-08-10 00:24:00,423.5,0.0,0.0,"Phường Tân Tạo, TP Hồ Chí Minh",0.0,2.0,1,0,0.0,0.0,423.5,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
92H-02653,2026-08-10 00:26:00,423.5,0.0,0.0,"Phường Tân Tạo, TP Hồ Chí Minh",0.0,2.0,1,0,0.0,0.0,423.5,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
92H-02653,2026-08-10 00:28:00,423.5,0.0,0.0,"Phường Tân Tạo, TP Hồ Chí Minh",0.0,2.0,1,0,0.0,0.0,423.5,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
92H-02653,2026-08-10 00:30:00,423.5,0.0,0.0,"Phường Tân Tạo, TP Hồ Chí Minh",0.0,2.0,1,0,0.0,0.0,423.5,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
92H-02653,2026-08-10 00:32:00,423.5,0.0,0.0,"Phường Tân Tạo, TP Hồ Chí Minh",0.0,2.0,1,0,0.0,0.0,423.5,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
92H-02653,2026-08-10 00:34:00,423.5,0.0,0.0,"Phường Tân Tạo, TP Hồ Chí Minh",0.0,2.0,1,0,0.0,0.0,423.5,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
92H-02653,2026-08-10 00:36:00,423.5,0.0,0.0,"Phường Tân Tạo, TP Hồ Chí Minh",0.0,2.0,1,0,0.0,0.0,423.5,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
92H-02653,2026-08-10 00:39:00,426.7,0.0,0.0,"Phường Tân Tạo, TP Hồ Chí Minh",0.0,3.0,1,0,3.1999999999999886,1.0666666666666629,423.5,1.4310835055998636,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
