VehicleID,FuelTime,FuelLevel,Speed,Acceleration,Lat,Lng,Address,DistanceMeters,TimeGapMinutes,SegmentID,IsSegmentStart,DeltaFuel,FuelRate,RollingMedian,RollingStd,RollingCount,RollingWindowReady,MovementState,FlagFuelZero,FlagLongGap,FlagLargeDelta,FlagSuspiciousGap,QualityFlag,QualityReason,FeatureStatus
24H-04650,2026-08-12 00:00:00,546.9,0,,,,"Cao tốc Nội Bài – Lào Cai, Xã Bình Xuyên, Tỉnh Phú Thọ",,,1,1,,,546.9,,1.0,0,Stopped,0,0,0,0,0,VALID,VALID
24H-04650,2026-08-12 00:02:00,546.9,0,0.0,,,"Cao tốc Nội Bài – Lào Cai, Xã Bình Xuyên, Tỉnh Phú Thọ",,2.0,1,0,0.0,0.0,546.9,0.0,2.0,0,Stopped,0,0,0,0,0,VALID,VALID
24H-04650,2026-08-12 00:04:00,546.9,0,0.0,,,"Cao tốc Nội Bài – Lào Cai, Xã Bình Xuyên, Tỉnh Phú Thọ",,2.0,1,0,0.0,0.0,546.9,0.0,3.0,1,Stopped,0,0,0,0,0,VALID,VALID
24H-04650,2026-08-12 00:06:00,546.9,0,0.0,,,"Cao tốc Nội Bài – Lào Cai, Xã Bình Xuyên, Tỉnh Phú Thọ",,2.0,1,0,0.0,0.0,546.9,0.0,4.0,1,Stopped,0,0,0,0,0,VALID,VALID
24H-04650,2026-08-12 00:08:00,546.9,0,0.0,,,"Cao tốc Nội Bài – Lào Cai, Xã Bình Xuyên, Tỉnh Phú Thọ",,2.0,1,0,0.0,0.0,546.9,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
24H-04650,2026-08-12 00:10:00,546.9,0,0.0,,,"Cao tốc Nội Bài – Lào Cai, Xã Bình Xuyên, Tỉnh Phú Thọ",,2.0,1,0,0.0,0.0,546.9,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
24H-04650,2026-08-12 00:12:00,546.9,0,0.0,,,"Cao tốc Nội Bài – Lào Cai, Xã Bình Xuyên, Tỉnh Phú Thọ",,2.0,1,0,0.0,0.0,546.9,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
24H-04650,2026-08-12 00:14:00,546.9,0,0.0,,,"Cao tốc Nội Bài – Lào Cai, Xã Bình Xuyên, Tỉnh Phú Thọ",,2.0,1,0,0.0,0.0,546.9,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
24H-04650,2026-08-12 00:16:00,546.9,0,0.0,,,"Cao tốc Nội Bài – Lào Cai, Xã Bình Xuyên, Tỉnh Phú Thọ",,2.0,1,0,0.0,0.0,546.9,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
24H-04650,2026-08-12 00:18:00,546.9,0,0.0,,,"Cao tốc Nội Bài – Lào Cai, Xã Bình Xuyên, Tỉnh Phú Thọ",,2.0,1,0,0.0,0.0,546.9,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
