VehicleID,FuelTime,FuelLevel,Speed,Acceleration,Lat,Lng,Address,DistanceMeters,TimeGapMinutes,SegmentID,IsSegmentStart,DeltaFuel,FuelRate,RollingMedian,RollingStd,RollingCount,RollingWindowReady,MovementState,FlagFuelZero,FlagLongGap,FlagLargeDelta,FlagSuspiciousGap,QualityFlag,QualityReason,FeatureStatus
92H-02687,2026-08-12 00:00:00,372.3,68,,,,"Cao tốc Quốc lộ 45-Nghi Sơn, Phường Trúc Lâm, Tỉnh Thanh Hóa",,,1,1,,,372.3,,1.0,0,Moving,0,0,0,0,0,VALID,VALID
92H-02687,2026-08-12 00:02:00,371.4,63,-0.041666666666666664,,,"Cao tốc Quốc lộ 45-Nghi Sơn, Phường Trúc Lâm, Tỉnh Thanh Hóa",,2.0,1,0,-0.9000000000000341,-0.45000000000001705,371.85,0.6363961030679369,2.0,0,Moving,0,0,0,0,0,VALID,VALID
92H-02687,2026-08-12 00:04:00,371.3,65,0.016666666666666666,,,"Cao tốc Quốc lộ 45-Nghi Sơn, Phường Trúc Lâm, Tỉnh Thanh Hóa",,2.0,1,0,-0.0999999999999659,-0.04999999999998295,371.4,0.5507570547286396,3.0,1,Moving,0,0,0,0,0,VALID,VALID
92H-02687,2026-08-12 00:06:00,370.2,71,0.05,,,"Cao tốc Quốc lộ 45-Nghi Sơn, Phường Trúc Lâm, Tỉnh Thanh Hóa",,2.0,1,0,-1.1000000000000227,-0.5500000000000114,371.35,0.8602325267042881,4.0,1,Moving,0,0,0,0,0,VALID,VALID
92H-02687,2026-08-12 00:08:00,369.3,68,-0.025,,,"Cao tốc Quốc lộ 45-Nghi Sơn, Xã Trường Lâm, Tỉnh Thanh Hóa",,2.0,1,0,-0.8999999999999773,-0.44999999999998863,371.3,1.1640446726823006,5.0,1,Moving,0,0,0,0,0,VALID,VALID
92H-02687,2026-08-12 00:10:00,369.2,69,0.008333333333333333,,,"Cao tốc Nghi Sơn - Diễn Châu, Xã Trường Lâm, Tỉnh Thanh Hóa",,2.0,1,0,-0.10000000000002274,-0.05000000000001137,370.2,1.0521406750050628,5.0,1,Moving,0,0,0,0,0,VALID,VALID
92H-02687,2026-08-12 00:12:00,369.0,69,0.0,,,"Cao tốc Nghi Sơn - Diễn Châu, Xã Trường Lâm, Tỉnh Thanh Hóa",,2.0,1,0,-0.19999999999998863,-0.09999999999999432,369.3,0.9565563234855426,5.0,1,Moving,0,0,0,0,0,VALID,VALID
92H-02687,2026-08-12 00:14:00,368.9,64,-0.041666666666666664,,,"Cao tốc Nghi Sơn - Diễn Châu, Xã Trường Lâm, Tỉnh Thanh Hóa",,2.0,1,0,-0.10000000000002274,-0.05000000000001137,369.2,0.5167204273107897,5.0,1,Moving,0,0,0,0,0,VALID,VALID
92H-02687,2026-08-12 00:16:00,368.9,69,0.041666666666666664,,,"Cao tốc Nghi Sơn - Diễn Châu, Phường Hoàng Mai, Tỉnh Nghệ An",,2.0,1,0,0.0,0.0,369.0,0.18165902124664832,5.0,1,Moving,0,0,0,0,0,VALID,VALID
92H-02687,2026-08-12 00:18:00,365.5,67,-0.016666666666666666,,,"Cao tốc Nghi Sơn - Diễn Châu, Phường Hoàng Mai, Tỉnh Nghệ An",,2.0,1,0,-3.3999999999999773,-1.6999999999999886,368.9,1.5700318468108843,5.0,1,Moving,0,0,0,0,0,VALID,VALID
92H-02687,2026-08-12 00:20:00,365.7,67,0.0,,,"Cao tốc Nghi Sơn - Diễn Châu, Phường Hoàng Mai, Tỉnh Nghệ An",,2.0,1,0,0.19999999999998863,0.09999999999999432,368.9,1.8275666882498576,5.0,1,Moving,0,0,0,0,0,VALID,VALID
92H-02687,2026-08-12 00:22:00,365.5,64,-0.025,,,"Cao tốc Nghi Sơn - Diễn Châu, Phường Hoàng Mai, Tỉnh Nghệ An",,2.0,1,0,-0.19999999999998863,-0.09999999999999432,365.7,1.8275666882499,5.0,1,Moving,0,0,0,0,0,VALID,VALID
92H-02687,2026-08-12 00:24:00,365.4,70,0.05,,,"Cao tốc Nghi Sơn - Diễn Châu, Xã Quỳnh Văn, Tỉnh Nghệ An",,2.0,1,0,-0.10000000000002274,-0.05000000000001137,365.5,1.5132745950424444,5.0,1,Moving,0,0,0,0,0,VALID,VALID
92H-02687,2026-08-12 00:26:00,365.2,58,-0.1,,,"Cao tốc Nghi Sơn - Diễn Châu, Xã Quỳnh Văn, Tỉnh Nghệ An",,2.0,1,0,-0.19999999999998863,-0.09999999999999432,365.5,0.1816590212486679,5.0,1,Moving,0,0,0,0,0,VALID,VALID
92H-02687,2026-08-12 00:28:00,365.2,58,0.0,,,"Cao tốc Nghi Sơn - Diễn Châu, Xã Quỳnh Sơn, Tỉnh Nghệ An",,2.0,1,0,0.0,0.0,365.4,0.2121320343584114,5.0,1,Moving,0,0,0,0,0,VALID,VALID
92H-02687,2026-08-12 00:30:00,361.9,58,0.0,,,"Cao tốc Nghi Sơn - Diễn Châu, Xã Quỳnh Sơn, Tỉnh Nghệ An",,2.0,1,0,-3.3000000000000114,-1.6500000000000057,365.2,1.5372052563015932,5.0,1,Moving,0,0,0,0,0,VALID,VALID
92H-02687,2026-08-12 00:32:00,361.9,62,0.03333333333333333,,,"Cao tốc Nghi Sơn - Diễn Châu, Xã Quỳnh Sơn, Tỉnh Nghệ An",,2.0,1,0,0.0,0.0,365.2,1.8458060569847081,5.0,1,Moving,0,0,0,0,0,VALID,VALID
92H-02687,2026-08-12 00:34:00,362.0,69,0.058333333333333334,,,"Cao tốc Nghi Sơn - Diễn Châu, Xã Quỳnh Sơn, Tỉnh Nghệ An",,2.0,1,0,0.10000000000002274,0.05000000000001137,362.0,1.7896927110544871,5.0,1,Moving,0,0,0,0,0,VALID,VALID
92H-02687,2026-08-12 00:36:00,362.0,71,0.016666666666666666,,,"Cao tốc Nghi Sơn - Diễn Châu, Xã Quỳnh Lưu, Tỉnh Nghệ An",,2.0,1,0,0.0,0.0,362.0,1.4543039572254832,5.0,1,Moving,0,0,0,0,0,VALID,VALID
92H-02687,2026-08-12 00:38:00,361.7,64,-0.058333333333333334,,,"Cao tốc Nghi Sơn - Diễn Châu, Xã Hùng Châu, Tỉnh Nghệ An",,2.0,1,0,-0.30000000000001137,-0.15000000000000568,361.9,0.12247448714675184,5.0,1,Moving,0,0,0,0,0,VALID,VALID
92H-02687,2026-08-12 00:40:00,361.4,69,0.041666666666666664,,,"Cao tốc Nghi Sơn - Diễn Châu, Xã Hùng Châu, Tỉnh Nghệ An",,2.0,1,0,-0.30000000000001137,-0.15000000000000568,361.9,0.25495097568333136,5.0,1,Moving,0,0,0,0,0,VALID,VALID
92H-02687,2026-08-12 00:42:00,361.3,59,-0.08333333333333333,,,"Cao tốc Nghi Sơn - Diễn Châu, Xã Đông Thành, Tỉnh Nghệ An",,2.0,1,0,-0.0999999999999659,-0.04999999999998295,361.7,0.32710854467882994,5.0,1,Moving,0,0,0,0,0,VALID,VALID
92H-02687,2026-08-12 00:44:00,360.1,68,0.075,,,"Cao tốc Nghi Sơn - Diễn Châu, Xã Đông Thành, Tỉnh Nghệ An",,2.0,1,0,-1.1999999999999886,-0.5999999999999943,361.4,0.7245688373108168,5.0,1,Moving,0,0,0,0,0,VALID,VALID
92H-02687,2026-08-12 00:46:00,359.1,0,-0.5666666666666667,,,"Cao tốc Nghi Sơn - Diễn Châu, Xã Quảng Châu, Tỉnh Nghệ An",,2.0,1,0,-1.0,-0.5,361.3,1.091787525117434,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
