VehicleID,Split,FuelTime,FuelLevel,DeltaFuel,AbsDeltaFuel,RollingStd12,Speed,GpsSpeedKmh,flat_jitter_threshold,spike_threshold,event_threshold,Label,future3_median,prev_fuel,Label_Legacy
Car 2,train,2026-02-08 15:20:01.999997,117.9,62.800000000000004,62.800000000000004,25.360318686658673,0.0,0.0,1.0,2.2992,6.706,UPWARD_SHIFT,180.0,55.1,REFUEL
Car 2,train,2026-02-27 15:45:41.999999,116.3,46.8,46.8,12.966098959294666,0.0,0.0,1.0,2.2992,6.706,UPWARD_SHIFT,183.7,69.5,REFUEL
Car 2,train,2026-03-02 08:00:18.000003,160.5,71.3,71.3,19.644910282309766,0.0,0.0,1.0,2.2992,6.706,UPWARD_SHIFT,192.1,89.2,REFUEL
Car 2,train,2026-03-05 10:20:04.000004,114.2,49.7,49.7,13.51630702357547,0.0,0.0,1.0,2.2992,6.706,UPWARD_SHIFT,191.1,64.5,REFUEL
Car 2,train,2026-03-09 15:55:02.000001,85.9,32.400000000000006,32.400000000000006,8.542670672700794,0.0,0.0,1.0,2.2992,6.706,UPWARD_SHIFT,127.9,53.5,REFUEL
Car 2,train,2026-03-13 07:30:29.999998,44.9,17.299999999999997,17.299999999999997,4.745604691595043,0.0,0.0,1.0,2.2992,6.706,UPWARD_SHIFT,132.6,27.6,REFUEL
Car 2,train,2026-03-16 10:20:04.999998,41.1,22.0,22.0,5.627437743374471,0.0,0.0,1.0,2.2992,6.706,UPWARD_SHIFT,190.0,19.1,REFUEL
Car 2,train,2026-03-16 10:25:05.000005,133.7,92.6,92.6,31.19963830808869,0.0,0.0,1.0,2.2992,6.706,UPWARD_SHIFT,191.1,41.1,REFUEL
Car 2,train,2026-03-20 06:40:01.000004,94.1,41.099999999999994,41.099999999999994,11.359439906967243,0.0,1.1699944838023093,1.0,2.2992,6.706,UPWARD_SHIFT,152.4,53.0,REFUEL
Car 2,train,2026-04-04 14:50:11.999996,47.6,15.200000000000003,15.200000000000003,3.457710787340215,0.0,0.0,1.0,2.2992,6.706,UPWARD_SHIFT,85.4,32.4,REFUEL
Car 2,train,2026-04-10 13:50:02.999999,94.1,68.39999999999999,68.39999999999999,18.83558061813392,0.0,0.0,1.0,2.2992,6.706,UPWARD_SHIFT,129.5,25.7,REFUEL
Car 2,train,2026-04-11 10:00:00.000003,131.6,23.69999999999999,23.69999999999999,6.498311746565835,0.0,0.0,1.0,2.2992,6.706,UPWARD_SHIFT,196.3,107.9,REFUEL
Car 2,train,2026-04-24 10:25:04.000002,50.8,8.599999999999994,8.599999999999994,2.2702178064866114,0.0,7.103894849159828,1.0,2.2992,6.706,UPWARD_SHIFT,182.6,42.2,REFUEL
Car 2,train,2026-04-27 16:05:00.000001,51.9,21.4,21.4,5.2919947404861745,0.0,0.0,1.0,2.2992,6.706,UPWARD_SHIFT,187.4,30.5,REFUEL
Car 2,train,2026-05-01 06:50:05.000001,75.0,7.5,7.5,1.8980069956550623,0.0,0.22876137450554906,1.0,2.2992,6.706,UPWARD_SHIFT,181.6,67.5,REFUEL
Car 2,train,2026-05-01 06:55:04.999999,128.9,53.900000000000006,53.900000000000006,16.201971759291798,0.0,0.0,1.0,2.2992,6.706,UPWARD_SHIFT,182.1,75.0,REFUEL
Car 2,train,2026-05-06 08:00:04.999999,55.7,16.700000000000003,16.700000000000003,4.061882431692096,0.0,4.430428509116794,1.0,2.2992,6.706,UPWARD_SHIFT,188.9,39.0,REFUEL
Car 2,train,2026-05-13 07:45:04.999997,50.8,38.099999999999994,38.099999999999994,10.605069542440539,0.0,1.9690709138346154,1.0,2.2992,6.706,UPWARD_SHIFT,125.8,12.7,REFUEL
Car 2,train,2026-05-14 17:40:08,66.5,26.5,26.5,6.953351510043356,0.0,1.3623354626367974,1.0,2.2992,6.706,UPWARD_SHIFT,160.5,40.0,REFUEL
Car 2,train,2026-05-27 07:40:17,118.9,54.400000000000006,54.400000000000006,15.035365716277814,0.0,0.0,1.0,2.2992,6.706,UPWARD_SHIFT,163.2,64.5,REFUEL
Car 2,train,2026-05-29 10:25:00.000002,53.0,27.3,27.3,7.062749503950679,0.0,0.0,1.0,2.2992,6.706,UPWARD_SHIFT,127.4,25.7,REFUEL
Car 2,train,2026-05-31 08:45:06.000002,73.5,30.299999999999997,30.299999999999997,8.421710534881457,0.0,0.0,1.0,2.2992,6.706,UPWARD_SHIFT,163.2,43.2,REFUEL
Car 2,train,2026-05-31 08:50:06,135.3,61.80000000000001,61.80000000000001,26.074695055210565,0.0,0.0,1.0,2.2992,6.706,UPWARD_SHIFT,163.8,73.5,REFUEL
Car 2,train,2026-06-02 09:40:08.999996,87.0,28.1,28.1,7.932720564570238,0.0,0.0,1.0,2.2992,6.706,UPWARD_SHIFT,187.4,58.9,REFUEL
Car 2,train,2026-06-06 11:41:43.999999,70.5,28.299999999999997,28.299999999999997,7.871092504997144,0.0,0.0,1.0,2.2992,6.706,UPWARD_SHIFT,191.1,42.2,REFUEL
Car 2,train,2026-06-06 11:45:03.000004,138.4,67.9,67.9,27.082901278605043,0.0,0.0,1.0,2.2992,6.706,UPWARD_SHIFT,192.1,70.5,REFUEL
Car 2,train,2026-06-11 09:10:06.000001,104.2,72.80000000000001,72.80000000000001,20.000909701533303,0.0,0.0,1.0,2.2992,6.706,UPWARD_SHIFT,184.7,31.4,REFUEL
Car 2,train,2026-06-15 10:25:01.999998,79.0,34.1,34.1,8.900947983220664,0.0,0.0,1.0,2.2992,6.706,UPWARD_SHIFT,177.3,44.9,REFUEL
Car 2,train,2026-06-15 10:30:01.999996,138.4,59.400000000000006,59.400000000000006,26.0333266645318,0.0,0.0,1.0,2.2992,6.706,UPWARD_SHIFT,177.8,79.0,REFUEL
Car 2,train,2026-06-18 14:35:05.999997,89.7,43.800000000000004,43.800000000000004,12.062646084319791,0.0,0.0,1.0,2.2992,6.706,UPWARD_SHIFT,186.3,45.9,REFUEL
Car 2,train,2026-06-21 08:40:01.000001,81.6,16.099999999999994,16.099999999999994,4.464489519157443,0.0,0.0,1.0,2.2992,6.706,UPWARD_SHIFT,186.8,65.5,REFUEL
Car 2,train,2026-06-25 08:25:08.999999,53.0,8.700000000000003,8.700000000000003,2.1312978570710284,0.0,0.0,1.0,2.2992,6.706,UPWARD_SHIFT,137.9,44.3,REFUEL
Car 2,train,2026-06-26 17:45:30.999997,65.0,49.5,49.5,12.622430981743925,0.0,0.0,1.0,2.2992,6.706,UPWARD_SHIFT,169.7,15.5,REFUEL
Car 2,train,2026-06-26 17:50:31.000004,122.6,57.599999999999994,57.599999999999994,30.079546160509505,0.0,0.0,1.0,2.2992,6.706,UPWARD_SHIFT,169.7,65.0,REFUEL
Car 2,train,2026-06-29 08:30:22.000001,138.9,82.10000000000001,82.10000000000001,22.307751206450394,0.0,0.0,1.0,2.2992,6.706,UPWARD_SHIFT,189.5,56.8,REFUEL
Car 2,train,2026-07-02 10:50:06.999999,90.8,32.4,32.4,8.459938271379736,0.0,0.0,1.0,2.2992,6.706,UPWARD_SHIFT,186.3,58.4,REFUEL
Car 2,train,2026-07-08 09:30:03.000004,58.9,17.299999999999997,17.299999999999997,4.249795746725821,0.0,0.5027199033473134,1.0,2.2992,6.706,UPWARD_SHIFT,160.5,41.6,REFUEL
Car 2,train,2026-07-08 09:35:03.000002,132.1,73.19999999999999,73.19999999999999,24.202965555209687,0.0,0.0,1.0,2.2992,6.706,UPWARD_SHIFT,160.5,58.9,REFUEL
Car 2,train,2026-07-11 06:40:01.999998,87.0,37.3,37.3,10.252597909256409,0.0,0.0,1.0,2.2992,6.706,UPWARD_SHIFT,171.9,49.7,REFUEL
Car 2,train,2026-07-18 07:25:03,73.0,49.2,49.2,13.40393806146371,0.0,0.0,1.0,2.2992,6.706,UPWARD_SHIFT,103.7,23.8,REFUEL
Car 3,train,2025-11-22 12:05:41.000004,258.9,146.7,146.7,39.119237239780404,0.0,0.0,1.0015484999999986,4.0061939999999945,11.684732499999985,UPWARD_SHIFT,319.9,112.2,REFUEL
Car 3,train,2025-12-03 10:00:42.999995,216.3,102.50000000000001,102.50000000000001,27.637725827008435,0.0,0.0,1.0015484999999986,4.0061939999999945,11.684732499999985,UPWARD_SHIFT,320.6,113.8,REFUEL
Car 3,train,2025-12-06 07:55:13.000002,245.5,141.3,141.3,38.51440928045272,0.0,0.0,1.0015484999999986,4.0061939999999945,11.684732499999985,UPWARD_SHIFT,314.9,104.2,REFUEL
Car 3,train,2025-12-09 09:30:14.000003,136.0,12.200000000000003,12.200000000000003,4.217448873430477,0.0,1.2099637538125918,1.0015484999999986,4.0061939999999945,11.684732499999985,UPWARD_SHIFT,338.9,123.8,REFUEL
Car 3,train,2025-12-14 07:05:42,239.0,133.6,133.6,36.473045602959395,0.0,0.0,1.0015484999999986,4.0061939999999945,11.684732499999985,UPWARD_SHIFT,317.7,105.4,REFUEL
Car 3,train,2025-12-17 15:40:40.999999,272.4,142.09999999999997,142.09999999999997,38.41194385286372,0.0,0.0,1.0015484999999986,4.0061939999999945,11.684732499999985,UPWARD_SHIFT,333.9,130.3,REFUEL
Car 3,train,2026-01-01 06:35:04.000004,224.6,103.8,103.8,28.619004709380715,0.0,0.0,1.0015484999999986,4.0061939999999945,11.684732499999985,UPWARD_SHIFT,327.1,120.8,REFUEL
Car 3,train,2026-01-11 12:05:02.000003,260.7,108.29999999999998,108.29999999999998,29.9689237192277,0.0,0.8602734635193818,1.0015484999999986,4.0061939999999945,11.684732499999985,UPWARD_SHIFT,358.2,152.4,REFUEL
Car 3,train,2026-01-15 13:30:13.000003,222.4,89.0,89.0,23.471760514854157,0.0,0.0,1.0015484999999986,4.0061939999999945,11.684732499999985,UPWARD_SHIFT,341.6,133.4,REFUEL
Car 3,train,2026-01-18 11:55:43.000003,224.5,81.19999999999999,81.19999999999999,22.160111812794526,0.0,0.8238853774933033,1.0015484999999986,4.0061939999999945,11.684732499999985,UPWARD_SHIFT,341.7,143.3,REFUEL
Car 3,train,2026-01-21 10:30:51.000002,272.7,134.89999999999998,134.89999999999998,36.91803609198204,0.0,0.0,1.0015484999999986,4.0061939999999945,11.684732499999985,UPWARD_SHIFT,339.3,137.8,REFUEL
Car 3,train,2026-01-27 12:30:45.000003,188.5,94.5,94.5,26.709313554555376,0.0,0.0,1.0015484999999986,4.0061939999999945,11.684732499999985,UPWARD_SHIFT,303.0,94.0,REFUEL
Car 3,train,2026-02-03 12:10:44,151.2,23.299999999999983,23.299999999999983,6.25057775107407,0.0,2.511298686957592,1.0015484999999986,4.0061939999999945,11.684732499999985,UPWARD_SHIFT,331.4,127.9,REFUEL
Car 3,train,2026-03-04 09:00:23,182.6,47.599999999999994,47.599999999999994,14.521600290601581,0.0,0.7145714038691124,1.0015484999999986,4.0061939999999945,11.684732499999985,UPWARD_SHIFT,331.9,135.0,REFUEL
Car 3,train,2026-03-18 07:15:13,209.0,61.19999999999999,61.19999999999999,16.279759075476377,0.0,0.7846991952157732,1.0015484999999986,4.0061939999999945,11.684732499999985,UPWARD_SHIFT,252.8,147.8,REFUEL
Car 3,train,2026-03-20 12:40:01.999998,179.9,42.400000000000006,42.400000000000006,11.058920481774983,0.0,3.350242284253428,1.0015484999999986,4.0061939999999945,11.684732499999985,UPWARD_SHIFT,235.8,137.5,REFUEL
Car 3,train,2026-03-22 05:40:02.000003,255.4,104.20000000000002,104.20000000000002,28.884149584542424,0.0,0.0,1.0015484999999986,4.0061939999999945,11.684732499999985,UPWARD_SHIFT,357.6,151.2,REFUEL
Car 3,train,2026-04-01 06:50:48.000002,129.8,12.900000000000006,12.900000000000006,3.4830841218667143,0.0,0.3339362273828261,1.0015484999999986,4.0061939999999945,11.684732499999985,UPWARD_SHIFT,219.9,116.9,REFUEL
Car 3,train,2026-04-05 05:50:47.999999,204.5,42.900000000000006,42.900000000000006,12.16973420233801,0.0,0.0,1.0015484999999986,4.0061939999999945,11.684732499999985,UPWARD_SHIFT,264.9,161.6,REFUEL
